Temporada,Div,Fecha,Equipo_L,Equipo_V,Goles_L,Goles_V,Resultados
2017,SP1,21/05/2017,Ath Madrid,Ath Bilbao,3,1,H
2017,SP1,21/05/2017,Barcelona,Eibar,4,2,H
2017,SP1,21/05/2017,Celta,Sociedad,2,2,D
2017,SP1,21/05/2017,Malaga,Real Madrid,0,2,A
2017,SP1,21/05/2017,Valencia,Villarreal,1,3,A
2017,SP1,18/08/2017,Leganes,Alaves,1,0,H
2017,SP1,18/08/2017,Valencia,Las Palmas,1,0,H
2017,SP1,19/08/2017,Celta,Sociedad,2,3,A
2017,SP1,19/08/2017,Girona,Ath Madrid,2,2,D
2017,SP1,19/08/2017,Sevilla,Espanol,1,1,D
2017,SP1,20/08/2017,Ath Bilbao,Getafe,0,0,D
2017,SP1,20/08/2017,Barcelona,Betis,2,0,H
2017,SP1,20/08/2017,La Coruna,Real Madrid,0,3,A
2017,SP1,21/08/2017,Levante,Villarreal,1,0,H
2017,SP1,21/08/2017,Malaga,Eibar,0,1,A
2017,SP1,25/08/2017,Betis,Celta,2,1,H
2017,SP1,25/08/2017,Sociedad,Villarreal,3,0,H
2017,SP1,26/08/2017,Alaves,Barcelona,0,2,A
2017,SP1,26/08/2017,Girona,Malaga,1,0,H
2017,SP1,26/08/2017,Las Palmas,Ath Madrid,1,5,A
2017,SP1,26/08/2017,Levante,La Coruna,2,2,D
2017,SP1,27/08/2017,Eibar,Ath Bilbao,0,1,A
2017,SP1,27/08/2017,Espanol,Leganes,0,1,A
2017,SP1,27/08/2017,Getafe,Sevilla,0,1,A
2017,SP1,27/08/2017,Real Madrid,Valencia,2,2,D
2017,SP1,08/09/2017,Leganes,Getafe,1,2,A
2017,SP1,09/09/2017,Barcelona,Espanol,5,0,H
2017,SP1,09/09/2017,Real Madrid,Levante,1,1,D
2017,SP1,09/09/2017,Sevilla,Eibar,3,0,H
2017,SP1,09/09/2017,Valencia,Ath Madrid,0,0,D
2017,SP1,10/09/2017,Ath Bilbao,Girona,2,0,H
2017,SP1,10/09/2017,Celta,Alaves,1,0,H
2017,SP1,10/09/2017,La Coruna,Sociedad,2,4,A
2017,SP1,10/09/2017,Villarreal,Betis,3,1,H
2017,SP1,11/09/2017,Malaga,Las Palmas,1,3,A
2017,SP1,15/09/2017,Eibar,Leganes,1,0,H
2017,SP1,16/09/2017,Ath Madrid,Malaga,1,0,H
2017,SP1,16/09/2017,Betis,La Coruna,2,1,H
2017,SP1,16/09/2017,Getafe,Barcelona,1,2,A
2017,SP1,16/09/2017,Levante,Valencia,1,1,D
2017,SP1,17/09/2017,Alaves,Villarreal,0,3,A
2017,SP1,17/09/2017,Girona,Sevilla,0,1,A
2017,SP1,17/09/2017,Las Palmas,Ath Bilbao,1,0,H
2017,SP1,17/09/2017,Sociedad,Real Madrid,1,3,A
2017,SP1,18/09/2017,Espanol,Celta,2,1,H
2017,SP1,19/09/2017,Barcelona,Eibar,6,1,H
2017,SP1,19/09/2017,Valencia,Malaga,5,0,H
2017,SP1,20/09/2017,Ath Bilbao,Ath Madrid,1,2,A
2017,SP1,20/09/2017,La Coruna,Alaves,1,0,H
2017,SP1,20/09/2017,Leganes,Girona,0,0,D
2017,SP1,20/09/2017,Real Madrid,Betis,0,1,A
2017,SP1,20/09/2017,Sevilla,Las Palmas,1,0,H
2017,SP1,21/09/2017,Celta,Getafe,1,1,D
2017,SP1,21/09/2017,Levante,Sociedad,3,0,H
2017,SP1,21/09/2017,Villarreal,Espanol,0,0,D
2017,SP1,23/09/2017,Alaves,Real Madrid,1,2,A
2017,SP1,23/09/2017,Ath Madrid,Sevilla,2,0,H
2017,SP1,23/09/2017,Girona,Barcelona,0,3,A
2017,SP1,23/09/2017,Malaga,Ath Bilbao,3,3,D
2017,SP1,24/09/2017,Eibar,Celta,0,4,A
2017,SP1,24/09/2017,Espanol,La Coruna,4,1,H
2017,SP1,24/09/2017,Getafe,Villarreal,4,0,H
2017,SP1,24/09/2017,Las Palmas,Leganes,0,2,A
2017,SP1,24/09/2017,Sociedad,Valencia,2,3,A
2017,SP1,25/09/2017,Betis,Levante,4,0,H
2017,SP1,29/09/2017,Celta,Girona,3,3,D
2017,SP1,30/09/2017,La Coruna,Getafe,2,1,H
2017,SP1,30/09/2017,Leganes,Ath Madrid,0,0,D
2017,SP1,30/09/2017,Levante,Alaves,0,2,A
2017,SP1,30/09/2017,Sevilla,Malaga,2,0,H
2017,SP1,01/10/2017,Barcelona,Las Palmas,3,0,H
2017,SP1,01/10/2017,Real Madrid,Espanol,2,0,H
2017,SP1,01/10/2017,Sociedad,Betis,4,4,D
2017,SP1,01/10/2017,Valencia,Ath Bilbao,3,2,H
2017,SP1,01/10/2017,Villarreal,Eibar,3,0,H
2017,SP1,13/10/2017,Espanol,Levante,0,0,D
2017,SP1,14/10/2017,Alaves,Sociedad,0,2,A
2017,SP1,14/10/2017,Ath Bilbao,Sevilla,1,0,H
2017,SP1,14/10/2017,Ath Madrid,Barcelona,1,1,D
2017,SP1,14/10/2017,Getafe,Real Madrid,1,2,A
2017,SP1,15/10/2017,Betis,Valencia,3,6,A
2017,SP1,15/10/2017,Eibar,La Coruna,0,0,D
2017,SP1,15/10/2017,Girona,Villarreal,1,2,A
2017,SP1,15/10/2017,Malaga,Leganes,0,2,A
2017,SP1,16/10/2017,Las Palmas,Celta,2,5,A
2017,SP1,21/10/2017,Barcelona,Malaga,2,0,H
2017,SP1,21/10/2017,Betis,Alaves,2,0,H
2017,SP1,21/10/2017,Levante,Getafe,1,1,D
2017,SP1,21/10/2017,Valencia,Sevilla,4,0,H
2017,SP1,22/10/2017,Celta,Ath Madrid,0,1,A
2017,SP1,22/10/2017,Leganes,Ath Bilbao,1,0,H
2017,SP1,22/10/2017,Real Madrid,Eibar,3,0,H
2017,SP1,22/10/2017,Villarreal,Las Palmas,4,0,H
2017,SP1,23/10/2017,La Coruna,Girona,1,2,A
2017,SP1,23/10/2017,Sociedad,Espanol,1,1,D
2017,SP1,28/10/2017,Alaves,Valencia,1,2,A
2017,SP1,28/10/2017,Ath Bilbao,Barcelona,0,2,A
2017,SP1,28/10/2017,Ath Madrid,Villarreal,1,1,D
2017,SP1,28/10/2017,Sevilla,Leganes,2,1,H
2017,SP1,29/10/2017,Eibar,Levante,2,2,D
2017,SP1,29/10/2017,Getafe,Sociedad,2,1,H
2017,SP1,29/10/2017,Girona,Real Madrid,2,1,H
2017,SP1,29/10/2017,Malaga,Celta,2,1,H
2017,SP1,30/10/2017,Espanol,Betis,1,0,H
2017,SP1,30/10/2017,Las Palmas,La Coruna,1,3,A
2017,SP1,03/11/2017,Betis,Getafe,2,2,D
2017,SP1,04/11/2017,Alaves,Espanol,1,0,H
2017,SP1,04/11/2017,Barcelona,Sevilla,2,1,H
2017,SP1,04/11/2017,La Coruna,Ath Madrid,0,1,A
2017,SP1,04/11/2017,Valencia,Leganes,3,0,H
2017,SP1,05/11/2017,Celta,Ath Bilbao,3,1,H
2017,SP1,05/11/2017,Levante,Girona,1,2,A
2017,SP1,05/11/2017,Real Madrid,Las Palmas,3,0,H
2017,SP1,05/11/2017,Sociedad,Eibar,3,1,H
2017,SP1,05/11/2017,Villarreal,Malaga,2,0,H
2017,SP1,17/11/2017,Girona,Sociedad,1,1,D
2017,SP1,18/11/2017,Ath Madrid,Real Madrid,0,0,D
2017,SP1,18/11/2017,Getafe,Alaves,4,1,H
2017,SP1,18/11/2017,Leganes,Barcelona,0,3,A
2017,SP1,18/11/2017,Sevilla,Celta,2,1,H
2017,SP1,19/11/2017,Ath Bilbao,Villarreal,1,1,D
2017,SP1,19/11/2017,Espanol,Valencia,0,2,A
2017,SP1,19/11/2017,Las Palmas,Levante,0,2,A
2017,SP1,19/11/2017,Malaga,La Coruna,3,2,H
2017,SP1,20/11/2017,Eibar,Betis,5,0,H
2017,SP1,24/11/2017,Celta,Leganes,1,0,H
2017,SP1,25/11/2017,Alaves,Eibar,1,2,A
2017,SP1,25/11/2017,Betis,Girona,2,2,D
2017,SP1,25/11/2017,Levante,Ath Madrid,0,5,A
2017,SP1,25/11/2017,Real Madrid,Malaga,3,2,H
2017,SP1,26/11/2017,La Coruna,Ath Bilbao,2,2,D
2017,SP1,26/11/2017,Sociedad,Las Palmas,2,2,D
2017,SP1,26/11/2017,Valencia,Barcelona,1,1,D
2017,SP1,26/11/2017,Villarreal,Sevilla,2,3,A
2017,SP1,27/11/2017,Espanol,Getafe,1,0,H
2017,SP1,01/12/2017,Malaga,Levante,0,0,D
2017,SP1,02/12/2017,Ath Bilbao,Real Madrid,0,0,D
2017,SP1,02/12/2017,Ath Madrid,Sociedad,2,1,H
2017,SP1,02/12/2017,Barcelona,Celta,2,2,D
2017,SP1,02/12/2017,Sevilla,La Coruna,2,0,H
2017,SP1,03/12/2017,Eibar,Espanol,3,1,H
2017,SP1,03/12/2017,Getafe,Valencia,1,0,H
2017,SP1,03/12/2017,Las Palmas,Betis,1,0,H
2017,SP1,03/12/2017,Leganes,Villarreal,3,1,H
2017,SP1,04/12/2017,Girona,Alaves,2,3,A
2017,SP1,08/12/2017,Alaves,Las Palmas,2,0,H
2017,SP1,09/12/2017,Getafe,Eibar,0,0,D
2017,SP1,09/12/2017,La Coruna,Leganes,1,0,H
2017,SP1,09/12/2017,Real Madrid,Sevilla,5,0,H
2017,SP1,09/12/2017,Valencia,Celta,2,1,H
2017,SP1,10/12/2017,Betis,Ath Madrid,0,1,A
2017,SP1,10/12/2017,Levante,Ath Bilbao,1,2,A
2017,SP1,10/12/2017,Sociedad,Malaga,0,2,A
2017,SP1,10/12/2017,Villarreal,Barcelona,0,2,A
2017,SP1,11/12/2017,Espanol,Girona,0,1,A
2017,SP1,15/12/2017,Sevilla,Levante,0,0,D
2017,SP1,16/12/2017,Ath Bilbao,Sociedad,0,0,D
2017,SP1,16/12/2017,Ath Madrid,Alaves,1,0,H
2017,SP1,16/12/2017,Eibar,Valencia,2,1,H
2017,SP1,17/12/2017,Barcelona,La Coruna,4,0,H
2017,SP1,17/12/2017,Celta,Villarreal,0,1,A
2017,SP1,17/12/2017,Girona,Getafe,1,0,H
2017,SP1,17/12/2017,Las Palmas,Espanol,2,2,D
2017,SP1,18/12/2017,Malaga,Betis,0,2,A
2017,SP1,19/12/2017,Levante,Leganes,0,0,D
2017,SP1,20/12/2017,Getafe,Las Palmas,2,0,H
2017,SP1,20/12/2017,Sociedad,Sevilla,3,1,H
2017,SP1,21/12/2017,Alaves,Malaga,1,0,H
2017,SP1,21/12/2017,Eibar,Girona,4,1,H
2017,SP1,22/12/2017,Betis,Ath Bilbao,0,2,A
2017,SP1,22/12/2017,Espanol,Ath Madrid,1,0,H
2017,SP1,23/12/2017,La Coruna,Celta,1,3,A
2017,SP1,23/12/2017,Real Madrid,Barcelona,0,3,A
2017,SP1,23/12/2017,Valencia,Villarreal,0,1,A
2018,SP1,06/01/2018,Ath Madrid,Getafe,2,0,H
2018,SP1,06/01/2018,Las Palmas,Eibar,1,2,A
2018,SP1,06/01/2018,Sevilla,Betis,3,5,A
2018,SP1,06/01/2018,Valencia,Girona,2,1,H
2018,SP1,07/01/2018,Ath Bilbao,Alaves,2,0,H
2018,SP1,07/01/2018,Barcelona,Levante,3,0,H
2018,SP1,07/01/2018,Celta,Real Madrid,2,2,D
2018,SP1,07/01/2018,Leganes,Sociedad,1,0,H
2018,SP1,07/01/2018,Villarreal,La Coruna,1,1,D
2018,SP1,08/01/2018,Malaga,Espanol,0,1,A
2018,SP1,12/01/2018,Getafe,Malaga,1,0,H
2018,SP1,13/01/2018,Eibar,Ath Madrid,0,1,A
2018,SP1,13/01/2018,Girona,Las Palmas,6,0,H
2018,SP1,13/01/2018,La Coruna,Valencia,1,2,A
2018,SP1,13/01/2018,Real Madrid,Villarreal,0,1,A
2018,SP1,14/01/2018,Alaves,Sevilla,1,0,H
2018,SP1,14/01/2018,Espanol,Ath Bilbao,1,1,D
2018,SP1,14/01/2018,Levante,Celta,0,1,A
2018,SP1,14/01/2018,Sociedad,Barcelona,2,4,A
2018,SP1,15/01/2018,Betis,Leganes,3,2,H
2018,SP1,19/01/2018,Getafe,Ath Bilbao,2,2,D
2018,SP1,20/01/2018,Ath Madrid,Girona,1,1,D
2018,SP1,20/01/2018,Espanol,Sevilla,0,3,A
2018,SP1,20/01/2018,Las Palmas,Valencia,2,1,H
2018,SP1,20/01/2018,Villarreal,Levante,2,1,H
2018,SP1,21/01/2018,Alaves,Leganes,2,2,D
2018,SP1,21/01/2018,Betis,Barcelona,0,5,A
2018,SP1,21/01/2018,Real Madrid,La Coruna,7,1,H
2018,SP1,21/01/2018,Sociedad,Celta,1,2,A
2018,SP1,22/01/2018,Eibar,Malaga,1,1,D
2018,SP1,26/01/2018,Ath Bilbao,Eibar,1,1,D
2018,SP1,27/01/2018,La Coruna,Levante,2,2,D
2018,SP1,27/01/2018,Malaga,Girona,0,0,D
2018,SP1,27/01/2018,Valencia,Real Madrid,1,4,A
2018,SP1,27/01/2018,Villarreal,Sociedad,4,2,H
2018,SP1,28/01/2018,Ath Madrid,Las Palmas,3,0,H
2018,SP1,28/01/2018,Barcelona,Alaves,2,1,H
2018,SP1,28/01/2018,Leganes,Espanol,3,2,H
2018,SP1,28/01/2018,Sevilla,Getafe,1,1,D
2018,SP1,29/01/2018,Celta,Betis,3,2,H
2018,SP1,02/02/2018,Sociedad,La Coruna,5,0,H
2018,SP1,03/02/2018,Alaves,Celta,2,1,H
2018,SP1,03/02/2018,Betis,Villarreal,2,1,H
2018,SP1,03/02/2018,Eibar,Sevilla,5,1,H
2018,SP1,03/02/2018,Levante,Real Madrid,2,2,D
2018,SP1,04/02/2018,Ath Madrid,Valencia,1,0,H
2018,SP1,04/02/2018,Espanol,Barcelona,1,1,D
2018,SP1,04/02/2018,Getafe,Leganes,0,0,D
2018,SP1,04/02/2018,Girona,Ath Bilbao,2,0,H
2018,SP1,05/02/2018,Las Palmas,Malaga,1,0,H
2018,SP1,09/02/2018,Ath Bilbao,Las Palmas,0,0,D
2018,SP1,10/02/2018,Leganes,Eibar,0,1,A
2018,SP1,10/02/2018,Malaga,Ath Madrid,0,1,A
2018,SP1,10/02/2018,Real Madrid,Sociedad,5,2,H
2018,SP1,10/02/2018,Villarreal,Alaves,1,2,A
2018,SP1,11/02/2018,Barcelona,Getafe,0,0,D
2018,SP1,11/02/2018,Celta,Espanol,2,2,D
2018,SP1,11/02/2018,Sevilla,Girona,1,0,H
2018,SP1,11/02/2018,Valencia,Levante,3,1,H
2018,SP1,12/02/2018,La Coruna,Betis,0,1,A
2018,SP1,16/02/2018,Girona,Leganes,3,0,H
2018,SP1,17/02/2018,Alaves,La Coruna,1,0,H
2018,SP1,17/02/2018,Eibar,Barcelona,0,2,A
2018,SP1,17/02/2018,Las Palmas,Sevilla,1,2,A
2018,SP1,17/02/2018,Malaga,Valencia,1,2,A
2018,SP1,18/02/2018,Ath Madrid,Ath Bilbao,2,0,H
2018,SP1,18/02/2018,Betis,Real Madrid,3,5,A
2018,SP1,18/02/2018,Espanol,Villarreal,1,1,D
2018,SP1,18/02/2018,Sociedad,Levante,3,0,H
2018,SP1,19/02/2018,Getafe,Celta,3,0,H
2018,SP1,21/02/2018,Leganes,Real Madrid,1,3,A
2018,SP1,23/02/2018,La Coruna,Espanol,0,0,D
2018,SP1,24/02/2018,Barcelona,Girona,6,1,H
2018,SP1,24/02/2018,Celta,Eibar,2,0,H
2018,SP1,24/02/2018,Leganes,Las Palmas,0,0,D
2018,SP1,24/02/2018,Real Madrid,Alaves,4,0,H
2018,SP1,25/02/2018,Ath Bilbao,Malaga,2,1,H
2018,SP1,25/02/2018,Sevilla,Ath Madrid,2,5,A
2018,SP1,25/02/2018,Valencia,Sociedad,2,1,H
2018,SP1,25/02/2018,Villarreal,Getafe,1,0,H
2018,SP1,26/02/2018,Levante,Betis,0,2,A
2018,SP1,27/02/2018,Espanol,Real Madrid,1,0,H
2018,SP1,27/02/2018,Girona,Celta,1,0,H
2018,SP1,28/02/2018,Ath Bilbao,Valencia,1,1,D
2018,SP1,28/02/2018,Ath Madrid,Leganes,4,0,H
2018,SP1,28/02/2018,Eibar,Villarreal,1,0,H
2018,SP1,28/02/2018,Getafe,La Coruna,3,0,H
2018,SP1,28/02/2018,Malaga,Sevilla,0,1,A
2018,SP1,01/03/2018,Alaves,Levante,1,0,H
2018,SP1,01/03/2018,Betis,Sociedad,0,0,D
2018,SP1,01/03/2018,Las Palmas,Barcelona,1,1,D
2018,SP1,03/03/2018,La Coruna,Eibar,1,1,D
2018,SP1,03/03/2018,Leganes,Malaga,2,0,H
2018,SP1,03/03/2018,Real Madrid,Getafe,3,1,H
2018,SP1,03/03/2018,Sevilla,Ath Bilbao,2,0,H
2018,SP1,03/03/2018,Villarreal,Girona,0,2,A
2018,SP1,04/03/2018,Barcelona,Ath Madrid,1,0,H
2018,SP1,04/03/2018,Levante,Espanol,1,1,D
2018,SP1,04/03/2018,Sociedad,Alaves,2,1,H
2018,SP1,04/03/2018,Valencia,Betis,2,0,H
2018,SP1,05/03/2018,Celta,Las Palmas,2,1,H
2018,SP1,09/03/2018,Girona,La Coruna,2,0,H
2018,SP1,10/03/2018,Eibar,Real Madrid,1,2,A
2018,SP1,10/03/2018,Getafe,Levante,0,1,A
2018,SP1,10/03/2018,Malaga,Barcelona,0,2,A
2018,SP1,10/03/2018,Sevilla,Valencia,0,2,A
2018,SP1,11/03/2018,Ath Bilbao,Leganes,2,0,H
2018,SP1,11/03/2018,Ath Madrid,Celta,3,0,H
2018,SP1,11/03/2018,Espanol,Sociedad,2,1,H
2018,SP1,11/03/2018,Las Palmas,Villarreal,0,2,A
2018,SP1,12/03/2018,Alaves,Betis,1,3,A
2018,SP1,16/03/2018,Levante,Eibar,2,1,H
2018,SP1,17/03/2018,Betis,Espanol,3,0,H
2018,SP1,17/03/2018,La Coruna,Las Palmas,1,1,D
2018,SP1,17/03/2018,Sociedad,Getafe,1,2,A
2018,SP1,17/03/2018,Valencia,Alaves,3,1,H
2018,SP1,18/03/2018,Barcelona,Ath Bilbao,2,0,H
2018,SP1,18/03/2018,Celta,Malaga,0,0,D
2018,SP1,18/03/2018,Leganes,Sevilla,2,1,H
2018,SP1,18/03/2018,Real Madrid,Girona,6,3,H
2018,SP1,18/03/2018,Villarreal,Ath Madrid,2,1,H
2018,SP1,31/03/2018,Ath Bilbao,Celta,1,1,D
2018,SP1,31/03/2018,Girona,Levante,1,1,D
2018,SP1,31/03/2018,Las Palmas,Real Madrid,0,3,A
2018,SP1,31/03/2018,Sevilla,Barcelona,2,2,D
2018,SP1,01/04/2018,Ath Madrid,La Coruna,1,0,H
2018,SP1,01/04/2018,Eibar,Sociedad,0,0,D
2018,SP1,01/04/2018,Espanol,Alaves,0,0,D
2018,SP1,01/04/2018,Leganes,Valencia,0,1,A
2018,SP1,01/04/2018,Malaga,Villarreal,1,0,H
2018,SP1,02/04/2018,Getafe,Betis,0,1,A
2018,SP1,06/04/2018,La Coruna,Malaga,3,2,H
2018,SP1,07/04/2018,Alaves,Getafe,2,0,H
2018,SP1,07/04/2018,Barcelona,Leganes,3,1,H
2018,SP1,07/04/2018,Betis,Eibar,2,0,H
2018,SP1,07/04/2018,Celta,Sevilla,4,0,H
2018,SP1,08/04/2018,Levante,Las Palmas,2,1,H
2018,SP1,08/04/2018,Real Madrid,Ath Madrid,1,1,D
2018,SP1,08/04/2018,Sociedad,Girona,5,0,H
2018,SP1,08/04/2018,Valencia,Espanol,1,0,H
2018,SP1,09/04/2018,Villarreal,Ath Bilbao,1,3,A
2018,SP1,13/04/2018,Girona,Betis,0,1,A
2018,SP1,14/04/2018,Ath Bilbao,La Coruna,2,3,A
2018,SP1,14/04/2018,Barcelona,Valencia,2,1,H
2018,SP1,14/04/2018,Las Palmas,Sociedad,0,1,A
2018,SP1,14/04/2018,Leganes,Celta,1,0,H
2018,SP1,14/04/2018,Sevilla,Villarreal,2,2,D
2018,SP1,15/04/2018,Ath Madrid,Levante,3,0,H
2018,SP1,15/04/2018,Eibar,Alaves,0,1,A
2018,SP1,15/04/2018,Getafe,Espanol,1,0,H
2018,SP1,15/04/2018,Malaga,Real Madrid,1,2,A
2018,SP1,17/04/2018,Celta,Barcelona,2,2,D
2018,SP1,17/04/2018,La Coruna,Sevilla,0,0,D
2018,SP1,17/04/2018,Villarreal,Leganes,2,1,H
2018,SP1,18/04/2018,Espanol,Eibar,0,1,A
2018,SP1,18/04/2018,Real Madrid,Ath Bilbao,1,1,D
2018,SP1,18/04/2018,Valencia,Getafe,1,2,A
2018,SP1,19/04/2018,Alaves,Girona,1,2,A
2018,SP1,19/04/2018,Betis,Las Palmas,1,0,H
2018,SP1,19/04/2018,Levante,Malaga,1,0,H
2018,SP1,19/04/2018,Sociedad,Ath Madrid,3,0,H
2018,SP1,20/04/2018,Leganes,La Coruna,0,0,D
2018,SP1,21/04/2018,Celta,Valencia,1,1,D
2018,SP1,21/04/2018,Eibar,Getafe,0,1,A
2018,SP1,22/04/2018,Ath Madrid,Betis,0,0,D
2018,SP1,22/04/2018,Girona,Espanol,0,2,A
2018,SP1,22/04/2018,Las Palmas,Alaves,0,4,A
2018,SP1,22/04/2018,Malaga,Sociedad,2,0,H
2018,SP1,23/04/2018,Ath Bilbao,Levante,1,3,A
2018,SP1,27/04/2018,Levante,Sevilla,2,1,H
2018,SP1,28/04/2018,Espanol,Las Palmas,1,1,D
2018,SP1,28/04/2018,Real Madrid,Leganes,2,1,H
2018,SP1,28/04/2018,Sociedad,Ath Bilbao,3,1,H
2018,SP1,28/04/2018,Villarreal,Celta,4,1,H
2018,SP1,29/04/2018,Alaves,Ath Madrid,0,1,A
2018,SP1,29/04/2018,Getafe,Girona,1,1,D
2018,SP1,29/04/2018,La Coruna,Barcelona,2,4,A
2018,SP1,29/04/2018,Valencia,Eibar,0,0,D
2018,SP1,30/04/2018,Betis,Malaga,2,1,H
2018,SP1,04/05/2018,Sevilla,Sociedad,1,0,H
2018,SP1,05/05/2018,Ath Bilbao,Betis,2,0,H
2018,SP1,05/05/2018,Celta,La Coruna,1,1,D
2018,SP1,05/05/2018,Girona,Eibar,1,4,A
2018,SP1,05/05/2018,Villarreal,Valencia,1,0,H
2018,SP1,06/05/2018,Ath Madrid,Espanol,0,2,A
2018,SP1,06/05/2018,Barcelona,Real Madrid,2,2,D
2018,SP1,06/05/2018,Las Palmas,Getafe,0,1,A
2018,SP1,06/05/2018,Malaga,Alaves,0,3,A
2018,SP1,07/05/2018,Leganes,Levante,0,3,A
2018,SP1,09/05/2018,Barcelona,Villarreal,5,1,H
2018,SP1,09/05/2018,Sevilla,Real Madrid,3,2,H
2018,SP1,12/05/2018,Alaves,Ath Bilbao,3,1,H
2018,SP1,12/05/2018,Betis,Sevilla,2,2,D
2018,SP1,12/05/2018,Eibar,Las Palmas,1,0,H
2018,SP1,12/05/2018,Getafe,Ath Madrid,0,1,A
2018,SP1,12/05/2018,Girona,Valencia,0,1,A
2018,SP1,12/05/2018,La Coruna,Villarreal,2,4,A
2018,SP1,12/05/2018,Real Madrid,Celta,6,0,H
2018,SP1,12/05/2018,Sociedad,Leganes,3,2,H
2018,SP1,13/05/2018,Espanol,Malaga,4,1,H
2018,SP1,13/05/2018,Levante,Barcelona,5,4,H
2018,SP1,19/05/2018,Celta,Levante,4,2,H
2018,SP1,19/05/2018,Las Palmas,Girona,1,2,A
2018,SP1,19/05/2018,Leganes,Betis,3,2,H
2018,SP1,19/05/2018,Malaga,Getafe,0,1,A
