Temporada,Div,Fecha,Equipo_L,Equipo_V,Goles_L,Goles_V,Resultados
2021,SP1,22/05/2021,Osasuna,Sociedad,0,1,A
2021,SP1,22/05/2021,Real Madrid,Villarreal,2,1,H
2021,SP1,22/05/2021,Valladolid,Ath Madrid,1,2,A
2021,SP1,23/05/2021,Granada,Getafe,0,0,D
2021,SP1,23/05/2021,Sevilla,Alaves,1,0,H
2021,SP1,13/08/2021,Valencia,Getafe,1,0,H
2021,SP1,14/08/2021,Cadiz,Levante,1,1,D
2021,SP1,14/08/2021,Mallorca,Betis,1,1,D
2021,SP1,14/08/2021,Alaves,Real Madrid,1,4,A
2021,SP1,14/08/2021,Osasuna,Espanol,0,0,D
2021,SP1,15/08/2021,Celta,Ath Madrid,1,2,A
2021,SP1,15/08/2021,Barcelona,Sociedad,4,2,H
2021,SP1,15/08/2021,Sevilla,Vallecano,3,0,H
2021,SP1,16/08/2021,Villarreal,Granada,0,0,D
2021,SP1,16/08/2021,Elche,Ath Bilbao,0,0,D
2021,SP1,20/08/2021,Betis,Cadiz,1,1,D
2021,SP1,21/08/2021,Alaves,Mallorca,0,1,A
2021,SP1,21/08/2021,Espanol,Villarreal,0,0,D
2021,SP1,21/08/2021,Granada,Valencia,1,1,D
2021,SP1,21/08/2021,Ath Bilbao,Barcelona,1,1,D
2021,SP1,22/08/2021,Sociedad,Vallecano,1,0,H
2021,SP1,22/08/2021,Ath Madrid,Elche,1,0,H
2021,SP1,22/08/2021,Levante,Real Madrid,3,3,D
2021,SP1,23/08/2021,Getafe,Sevilla,0,1,A
2021,SP1,23/08/2021,Osasuna,Celta,0,0,D
2021,SP1,27/08/2021,Mallorca,Espanol,1,0,H
2021,SP1,27/08/2021,Valencia,Alaves,3,0,H
2021,SP1,28/08/2021,Celta,Ath Bilbao,0,1,A
2021,SP1,28/08/2021,Elche,Sevilla,1,1,D
2021,SP1,28/08/2021,Sociedad,Levante,1,0,H
2021,SP1,28/08/2021,Betis,Real Madrid,0,1,A
2021,SP1,29/08/2021,Barcelona,Getafe,2,1,H
2021,SP1,29/08/2021,Cadiz,Osasuna,2,3,A
2021,SP1,29/08/2021,Vallecano,Granada,4,0,H
2021,SP1,29/08/2021,Ath Madrid,Villarreal,2,2,D
2021,SP1,11/09/2021,Levante,Vallecano,1,1,D
2021,SP1,11/09/2021,Ath Bilbao,Mallorca,2,0,H
2021,SP1,12/09/2021,Espanol,Ath Madrid,1,2,A
2021,SP1,12/09/2021,Osasuna,Valencia,1,4,A
2021,SP1,12/09/2021,Cadiz,Sociedad,0,2,A
2021,SP1,12/09/2021,Real Madrid,Celta,5,2,H
2021,SP1,13/09/2021,Getafe,Elche,0,1,A
2021,SP1,13/09/2021,Granada,Betis,1,2,A
2021,SP1,17/09/2021,Celta,Cadiz,1,2,A
2021,SP1,18/09/2021,Vallecano,Getafe,3,0,H
2021,SP1,18/09/2021,Ath Madrid,Ath Bilbao,0,0,D
2021,SP1,18/09/2021,Elche,Levante,1,1,D
2021,SP1,18/09/2021,Alaves,Osasuna,0,2,A
2021,SP1,19/09/2021,Mallorca,Villarreal,0,0,D
2021,SP1,19/09/2021,Sociedad,Sevilla,0,0,D
2021,SP1,19/09/2021,Betis,Espanol,2,2,D
2021,SP1,19/09/2021,Valencia,Real Madrid,1,2,A
2021,SP1,20/09/2021,Barcelona,Granada,1,1,D
2021,SP1,21/09/2021,Getafe,Ath Madrid,1,2,A
2021,SP1,21/09/2021,Ath Bilbao,Vallecano,1,2,A
2021,SP1,21/09/2021,Levante,Celta,0,2,A
2021,SP1,22/09/2021,Espanol,Alaves,1,0,H
2021,SP1,22/09/2021,Sevilla,Valencia,3,1,H
2021,SP1,22/09/2021,Real Madrid,Mallorca,6,1,H
2021,SP1,22/09/2021,Villarreal,Elche,4,1,H
2021,SP1,23/09/2021,Granada,Sociedad,2,3,A
2021,SP1,23/09/2021,Osasuna,Betis,1,3,A
2021,SP1,23/09/2021,Cadiz,Barcelona,0,0,D
2021,SP1,25/09/2021,Alaves,Ath Madrid,1,0,H
2021,SP1,25/09/2021,Valencia,Ath Bilbao,1,1,D
2021,SP1,25/09/2021,Sevilla,Espanol,2,0,H
2021,SP1,25/09/2021,Real Madrid,Villarreal,0,0,D
2021,SP1,26/09/2021,Mallorca,Osasuna,2,3,A
2021,SP1,26/09/2021,Barcelona,Levante,3,0,H
2021,SP1,26/09/2021,Sociedad,Elche,1,0,H
2021,SP1,26/09/2021,Vallecano,Cadiz,3,1,H
2021,SP1,26/09/2021,Betis,Getafe,2,0,H
2021,SP1,27/09/2021,Celta,Granada,1,0,H
2021,SP1,01/10/2021,Ath Bilbao,Alaves,1,0,H
2021,SP1,02/10/2021,Osasuna,Vallecano,1,0,H
2021,SP1,02/10/2021,Mallorca,Levante,1,0,H
2021,SP1,02/10/2021,Cadiz,Valencia,0,0,D
2021,SP1,02/10/2021,Ath Madrid,Barcelona,2,0,H
2021,SP1,03/10/2021,Elche,Celta,1,0,H
2021,SP1,03/10/2021,Espanol,Real Madrid,2,1,H
2021,SP1,03/10/2021,Getafe,Sociedad,1,1,D
2021,SP1,03/10/2021,Villarreal,Betis,2,0,H
2021,SP1,03/10/2021,Granada,Sevilla,1,0,H
2021,SP1,16/10/2021,Levante,Getafe,0,0,D
2021,SP1,16/10/2021,Sociedad,Mallorca,1,0,H
2021,SP1,17/10/2021,Vallecano,Elche,2,1,H
2021,SP1,17/10/2021,Celta,Sevilla,0,1,A
2021,SP1,17/10/2021,Villarreal,Osasuna,1,2,A
2021,SP1,17/10/2021,Barcelona,Valencia,3,1,H
2021,SP1,18/10/2021,Alaves,Betis,0,1,A
2021,SP1,18/10/2021,Espanol,Cadiz,2,0,H
2021,SP1,22/10/2021,Osasuna,Granada,1,1,D
2021,SP1,23/10/2021,Valencia,Mallorca,2,2,D
2021,SP1,23/10/2021,Cadiz,Alaves,0,2,A
2021,SP1,23/10/2021,Elche,Espanol,2,2,D
2021,SP1,23/10/2021,Ath Bilbao,Villarreal,2,1,H
2021,SP1,24/10/2021,Sevilla,Levante,5,3,H
2021,SP1,24/10/2021,Barcelona,Real Madrid,1,2,A
2021,SP1,24/10/2021,Betis,Vallecano,3,2,H
2021,SP1,24/10/2021,Ath Madrid,Sociedad,2,2,D
2021,SP1,25/10/2021,Getafe,Celta,0,3,A
2021,SP1,26/10/2021,Alaves,Elche,1,0,H
2021,SP1,26/10/2021,Espanol,Ath Bilbao,1,1,D
2021,SP1,26/10/2021,Villarreal,Cadiz,3,3,D
2021,SP1,27/10/2021,Mallorca,Sevilla,1,1,D
2021,SP1,27/10/2021,Vallecano,Barcelona,1,0,H
2021,SP1,27/10/2021,Betis,Valencia,4,1,H
2021,SP1,27/10/2021,Real Madrid,Osasuna,0,0,D
2021,SP1,28/10/2021,Celta,Sociedad,0,2,A
2021,SP1,28/10/2021,Granada,Getafe,1,1,D
2021,SP1,28/10/2021,Levante,Ath Madrid,2,2,D
2021,SP1,30/10/2021,Elche,Real Madrid,1,2,A
2021,SP1,30/10/2021,Sevilla,Osasuna,2,0,H
2021,SP1,30/10/2021,Valencia,Villarreal,2,0,H
2021,SP1,30/10/2021,Barcelona,Alaves,1,1,D
2021,SP1,31/10/2021,Cadiz,Mallorca,1,1,D
2021,SP1,31/10/2021,Ath Madrid,Betis,3,0,H
2021,SP1,31/10/2021,Getafe,Espanol,2,1,H
2021,SP1,31/10/2021,Sociedad,Ath Bilbao,1,1,D
2021,SP1,01/11/2021,Vallecano,Celta,0,0,D
2021,SP1,01/11/2021,Levante,Granada,0,3,A
2021,SP1,05/11/2021,Ath Bilbao,Cadiz,0,1,A
2021,SP1,06/11/2021,Espanol,Granada,2,0,H
2021,SP1,06/11/2021,Celta,Barcelona,3,3,D
2021,SP1,06/11/2021,Alaves,Levante,2,1,H
2021,SP1,06/11/2021,Real Madrid,Vallecano,2,1,H
2021,SP1,07/11/2021,Villarreal,Getafe,1,0,H
2021,SP1,07/11/2021,Valencia,Ath Madrid,3,3,D
2021,SP1,07/11/2021,Mallorca,Elche,2,2,D
2021,SP1,07/11/2021,Osasuna,Sociedad,0,2,A
2021,SP1,07/11/2021,Betis,Sevilla,0,2,A
2021,SP1,19/11/2021,Levante,Ath Bilbao,0,0,D
2021,SP1,20/11/2021,Celta,Villarreal,1,1,D
2021,SP1,20/11/2021,Sevilla,Alaves,2,2,D
2021,SP1,20/11/2021,Ath Madrid,Osasuna,1,0,H
2021,SP1,20/11/2021,Barcelona,Espanol,1,0,H
2021,SP1,21/11/2021,Getafe,Cadiz,4,0,H
2021,SP1,21/11/2021,Granada,Real Madrid,1,4,A
2021,SP1,21/11/2021,Elche,Betis,0,3,A
2021,SP1,21/11/2021,Sociedad,Valencia,0,0,D
2021,SP1,22/11/2021,Vallecano,Mallorca,3,1,H
2021,SP1,26/11/2021,Ath Bilbao,Granada,2,2,D
2021,SP1,27/11/2021,Alaves,Celta,1,2,A
2021,SP1,27/11/2021,Valencia,Vallecano,1,1,D
2021,SP1,27/11/2021,Mallorca,Getafe,0,0,D
2021,SP1,27/11/2021,Villarreal,Barcelona,1,3,A
2021,SP1,28/11/2021,Betis,Levante,3,1,H
2021,SP1,28/11/2021,Espanol,Sociedad,1,0,H
2021,SP1,28/11/2021,Cadiz,Ath Madrid,1,4,A
2021,SP1,28/11/2021,Real Madrid,Sevilla,2,1,H
2021,SP1,29/11/2021,Osasuna,Elche,1,1,D
2021,SP1,01/12/2021,Real Madrid,Ath Bilbao,1,0,H
2021,SP1,03/12/2021,Granada,Alaves,2,1,H
2021,SP1,04/12/2021,Sevilla,Villarreal,1,0,H
2021,SP1,04/12/2021,Barcelona,Betis,0,1,A
2021,SP1,04/12/2021,Ath Madrid,Mallorca,1,2,A
2021,SP1,04/12/2021,Sociedad,Real Madrid,0,2,A
2021,SP1,05/12/2021,Vallecano,Espanol,1,0,H
2021,SP1,05/12/2021,Elche,Cadiz,3,1,H
2021,SP1,05/12/2021,Levante,Osasuna,0,0,D
2021,SP1,05/12/2021,Celta,Valencia,1,2,A
2021,SP1,06/12/2021,Getafe,Ath Bilbao,0,0,D
2021,SP1,10/12/2021,Mallorca,Celta,0,0,D
2021,SP1,11/12/2021,Espanol,Levante,4,3,H
2021,SP1,11/12/2021,Alaves,Getafe,1,1,D
2021,SP1,11/12/2021,Valencia,Elche,2,1,H
2021,SP1,11/12/2021,Ath Bilbao,Sevilla,0,1,A
2021,SP1,12/12/2021,Villarreal,Vallecano,2,0,H
2021,SP1,12/12/2021,Osasuna,Barcelona,2,2,D
2021,SP1,12/12/2021,Betis,Sociedad,4,0,H
2021,SP1,12/12/2021,Real Madrid,Ath Madrid,2,0,H
2021,SP1,13/12/2021,Cadiz,Granada,1,1,D
2021,SP1,17/12/2021,Celta,Espanol,3,1,H
2021,SP1,18/12/2021,Vallecano,Alaves,2,0,H
2021,SP1,18/12/2021,Sociedad,Villarreal,1,3,A
2021,SP1,18/12/2021,Barcelona,Elche,3,2,H
2021,SP1,18/12/2021,Sevilla,Ath Madrid,2,1,H
2021,SP1,19/12/2021,Granada,Mallorca,4,1,H
2021,SP1,19/12/2021,Ath Bilbao,Betis,3,2,H
2021,SP1,19/12/2021,Getafe,Osasuna,1,0,H
2021,SP1,19/12/2021,Real Madrid,Cadiz,0,0,D
2021,SP1,20/12/2021,Levante,Valencia,3,4,A
2021,SP1,21/12/2021,Villarreal,Alaves,5,2,H
2021,SP1,21/12/2021,Sevilla,Barcelona,1,1,D
2021,SP1,22/12/2021,Granada,Ath Madrid,2,1,H
2021,SP1,22/12/2021,Ath Bilbao,Real Madrid,1,2,A
2021,SP1,31/12/2021,Valencia,Espanol,1,2,A
2022,SP1,02/01/2022,Getafe,Real Madrid,1,0,H
2022,SP1,02/01/2022,Ath Madrid,Vallecano,2,0,H
2022,SP1,02/01/2022,Elche,Granada,0,0,D
2022,SP1,02/01/2022,Alaves,Sociedad,1,1,D
2022,SP1,02/01/2022,Betis,Celta,0,2,A
2022,SP1,02/01/2022,Mallorca,Barcelona,0,1,A
2022,SP1,03/01/2022,Villarreal,Levante,5,0,H
2022,SP1,03/01/2022,Osasuna,Ath Bilbao,1,3,A
2022,SP1,03/01/2022,Cadiz,Sevilla,0,1,A
2022,SP1,08/01/2022,Levante,Mallorca,2,0,H
2022,SP1,08/01/2022,Sociedad,Celta,1,0,H
2022,SP1,08/01/2022,Granada,Barcelona,1,1,D
2022,SP1,08/01/2022,Real Madrid,Valencia,4,1,H
2022,SP1,09/01/2022,Vallecano,Betis,1,1,D
2022,SP1,09/01/2022,Sevilla,Getafe,1,0,H
2022,SP1,09/01/2022,Alaves,Ath Bilbao,0,0,D
2022,SP1,09/01/2022,Osasuna,Cadiz,2,0,H
2022,SP1,09/01/2022,Villarreal,Ath Madrid,2,2,D
2022,SP1,10/01/2022,Espanol,Elche,1,2,A
2022,SP1,16/01/2022,Elche,Villarreal,1,0,H
2022,SP1,18/01/2022,Betis,Alaves,4,0,H
2022,SP1,18/01/2022,Cadiz,Espanol,2,2,D
2022,SP1,19/01/2022,Celta,Osasuna,2,0,H
2022,SP1,19/01/2022,Valencia,Sevilla,1,1,D
2022,SP1,20/01/2022,Getafe,Granada,4,2,H
2022,SP1,21/01/2022,Espanol,Betis,1,4,A
2022,SP1,22/01/2022,Levante,Cadiz,0,2,A
2022,SP1,22/01/2022,Villarreal,Mallorca,3,0,H
2022,SP1,22/01/2022,Sevilla,Celta,2,2,D
2022,SP1,22/01/2022,Ath Madrid,Valencia,3,2,H
2022,SP1,23/01/2022,Granada,Osasuna,0,2,A
2022,SP1,23/01/2022,Real Madrid,Elche,2,2,D
2022,SP1,23/01/2022,Sociedad,Getafe,0,0,D
2022,SP1,23/01/2022,Vallecano,Ath Bilbao,0,1,A
2022,SP1,23/01/2022,Alaves,Barcelona,0,1,A
2022,SP1,04/02/2022,Getade,Levante,0,0,F
2022,SP1,05/02/2022,Elche,Alaves,0,0,F
2022,SP1,05/02/2022,Mallorca,Cadiz,0,0,F
2022,SP1,05/02/2022,Celta,Vallecano,0,0,F
2022,SP1,05/02/2022,Osasuna,Sevilla,0,0,F
2022,SP1,06/02/2022,Valencia,Sociedad,0,0,F
2022,SP1,06/02/2022,Barcelona,Ath Madrid,0,0,F
2022,SP1,06/02/2022,Betis,Villarreal,0,0,F
2022,SP1,06/02/2022,Real Madrid,Granada,0,0,F
2022,SP1,07/02/2022,Ath Bilbao,Espanol,0,0,F
2022,SP1,13/02/2022,Alaves,Valencia,0,0,F
2022,SP1,13/02/2022,Ath Madrid,Getafe,0,0,F
2022,SP1,13/02/2022,Mallorca,Ath Bilbao,0,0,F
2022,SP1,13/02/2022,Cadiz,Celta,0,0,F
2022,SP1,13/02/2022,Espanol,Barcelona,0,0,F
2022,SP1,13/02/2022,Levante,Betis,0,0,F
2022,SP1,13/02/2022,Villarreal,Real Madrid,0,0,F
2022,SP1,13/02/2022,Vallecano,Osasuna,0,0,F
2022,SP1,13/02/2022,Sevilla,Elche,0,0,F
2022,SP1,13/02/2022,Sociedad,Granada,0,0,F
2022,SP1,20/02/2022,Real Madrid,Alaves,0,0,F
2022,SP1,20/02/2022,Osasuna,Ath Madrid,0,0,F
2022,SP1,20/02/2022,Ath Bilbao,Sociedad,0,0,F
2022,SP1,20/02/2022,Betis,Mallorca,0,0,F
2022,SP1,20/02/2022,Celta,Levante,0,0,F
2022,SP1,20/02/2022,Cadiz,Getafe,0,0,F
2022,SP1,20/02/2022,Granada,Villarreal,0,0,F
2022,SP1,20/02/2022,Espanol,Sevilla,0,0,F
2022,SP1,20/02/2022,Elche,Vallecano,0,0,F
2022,SP1,20/02/2022,Valencia,Barcelona,0,0,F
2022,SP1,27/02/2022,Ath Madrid,Celta,0,0,F
2022,SP1,27/02/2022,Barcelona,Ath Bilbao,0,0,F
2022,SP1,27/02/2022,Mallorca,Valencia,0,0,F
2022,SP1,27/02/2022,Getafe,Alaves,0,0,F
2022,SP1,27/02/2022,Granada,Cadiz,0,0,F
2022,SP1,27/02/2022,Levante,Elche,0,0,F
2022,SP1,27/02/2022,Villarreal,Espanol,0,0,F
2022,SP1,27/02/2022,Vallecano,Real Madrid,0,0,F
2022,SP1,27/02/2022,Sevilla,Betis,0,0,F
2022,SP1,27/02/2022,Sociedad,Osasuna,0,0,F
2022,SP1,06/03/2022,Alaves,Sevilla,0,0,F
2022,SP1,06/03/2022,Ath Bilbao,Levante,0,0,F
2022,SP1,06/03/2022,Betis,Ath Madrid,0,0,F
2022,SP1,06/03/2022,Celta,Mallorca,0,0,F
2022,SP1,06/03/2022,Cadiz,Vallecano,0,0,F
2022,SP1,06/03/2022,Espanol,Getafe,0,0,F
2022,SP1,06/03/2022,Elche,Barcelona,0,0,F
2022,SP1,06/03/2022,Valencia,Granada,0,0,F
2022,SP1,06/03/2022,Real Madrid,Sociedad,0,0,F
2022,SP1,06/03/2022,Villarreal,Villarreal,0,0,F
2022,SP1,13/03/2022,Ath Madrid,Cadiz,0,0,F
2022,SP1,13/03/2022,Barcelona,Osasuna,0,0,F
2022,SP1,13/03/2022,Betis,Ath Bilbao,0,0,F
2022,SP1,13/03/2022,Mallorca,Real Madrid,0,0,F
2022,SP1,13/03/2022,Getafe,Valencia,0,0,F
2022,SP1,13/03/2022,Granada,Elche,0,0,F
2022,SP1,13/03/2022,Villarreal,Celta,0,0,F
2022,SP1,13/03/2022,Vallecano,Sevilla,0,0,F
2022,SP1,13/03/2022,Sociedad,Alaves,0,0,F
2022,SP1,13/03/2022,Levante,Espanol,0,0,F
2022,SP1,20/03/2022,Espanol,Mallorca,0,0,F
2022,SP1,20/03/2022,Osasuna,Levante,0,0,F
2022,SP1,20/03/2022,Elche,Valencia,0,0,F
2022,SP1,20/03/2022,Vallecano,Ath Madrid,0,0,F
2022,SP1,20/03/2022,Sevilla,Sociedad,0,0,F
2022,SP1,20/03/2022,Real Madrid,Barcelona,0,0,F
2022,SP1,20/03/2022,Alaves,Granada,0,0,F
2022,SP1,20/03/2022,Ath Bilbao,Getafe,0,0,F
2022,SP1,20/03/2022,Celta,Betis,0,0,F
2022,SP1,20/03/2022,Cadiz,Villarreal,0,0,F
2022,SP1,03/04/2022,Ath Bilbao,Elche,0,0,F
2022,SP1,03/04/2022,Ath Madrid,Alaves,0,0,F
2022,SP1,03/04/2022,Barcelona,Sevilla,0,0,F
2022,SP1,03/04/2022,Betis,Osasuna,0,0,F
2022,SP1,03/04/2022,Celta,Real Madrid,0,0,F
2022,SP1,03/04/2022,Getafe,Mallorca,0,0,F
2022,SP1,03/04/2022,Valencia,Cadiz,0,0,F
2022,SP1,03/04/2022,Sociedad,Espanol,0,0,F
2022,SP1,03/04/2022,Levante,Villarreal,0,0,F
2022,SP1,03/04/2022,Granada,Vallecano,0,0,F
2022,SP1,10/04/2022,Vallecano,Valencia,0,0,F
2022,SP1,10/04/2022,Sevilla,Granada,0,0,F
2022,SP1,10/04/2022,Mallorca,Ath Madrid,0,0,F
2022,SP1,10/04/2022,Cadiz,Betis,0,0,F
2022,SP1,10/04/2022,Espanol,Celta,0,0,F
2022,SP1,10/04/2022,Levante,Barcelona,0,0,F
2022,SP1,10/04/2022,Osasuna,Alaves,0,0,F
2022,SP1,10/04/2022,Real Madrid,Getafe,0,0,F
2022,SP1,10/04/2022,Elche,Sociedad,0,0,F
2022,SP1,10/04/2022,Villarreal,Ath Bilbao,0,0,F
2022,SP1,17/04/2022,Elche,Mallorca,0,0,F
2022,SP1,17/04/2022,Valencia,Osasuna,0,0,F
2022,SP1,17/04/2022,Sevilla,Real Madrid,0,0,F
2022,SP1,17/04/2022,Sociedad,Betis,0,0,F
2022,SP1,17/04/2022,Alaves,Vallecano,0,0,F
2022,SP1,17/04/2022,Ath Bilbao,Celta,0,0,F
2022,SP1,17/04/2022,Ath Madrid,Espanol,0,0,F
2022,SP1,17/04/2022,Barcelona,Cadiz,0,0,F
2022,SP1,17/04/2022,Getafe,Villarreal,0,0,F
2022,SP1,17/04/2022,Granada,Levante,0,0,F
2022,SP1,20/04/2022,Ath Madrid,Granada,0,0,F
2022,SP1,20/04/2022,Betis,Elche,0,0,F
2022,SP1,20/04/2022,Celta,Getafe,0,0,F
2022,SP1,20/04/2022,Mallorca,Alaves,0,0,F
2022,SP1,20/04/2022,Cadiz,Ath Bilbao,0,0,F
2022,SP1,20/04/2022,Espanol,Vallecano,0,0,F
2022,SP1,20/04/2022,Villarreal,Valencia,0,0,F
2022,SP1,20/04/2022,Sociedad,Barcelona,0,0,F
2022,SP1,20/04/2022,Osasuna,Real Madrid,0,0,F
2022,SP1,20/04/2022,Levante,Sevilla,0,0,F
2022,SP1,01/05/2022,Alaves,Villarreal,0,0,F
2022,SP1,01/05/2022,Ath Bilbao,Ath Madrid,0,0,F
2022,SP1,01/05/2022,Barcelona,Mallorca,0,0,F
2022,SP1,01/05/2022,Getafe,Betis,0,0,F
2022,SP1,01/05/2022,Granada,Celta,0,0,F
2022,SP1,01/05/2022,Real Madrid,Espanol,0,0,F
2022,SP1,01/05/2022,Elche,Osasuna,0,0,F
2022,SP1,01/05/2022,Vallecano,Sociedad,0,0,F
2022,SP1,01/05/2022,Valencia,Levante,0,0,F
2022,SP1,01/05/2022,Sevilla,Cadiz,0,0,F
2022,SP1,08/05/2022,Mallorca,Granada,0,0,F
2022,SP1,08/05/2022,Getafe,Vallecano,0,0,F
2022,SP1,08/05/2022,Villarreal,Sevilla,0,0,F
2022,SP1,08/05/2022,Levante,Sociedad,0,0,F
2022,SP1,08/05/2022,Espanol,Osasuna,0,0,F
2022,SP1,08/05/2022,Cadiz,Elche,0,0,F
2022,SP1,08/05/2022,Ath Bilbao,Valencia,0,0,F
2022,SP1,08/05/2022,Ath Madrid,Real Madrid,0,0,F
2022,SP1,08/05/2022,Betis,Barcelona,0,0,F
2022,SP1,08/05/2022,Celta,Alaves,0,0,F
2022,SP1,11/05/2022,Alaves,Espanol,0,0,F
2022,SP1,11/05/2022,Barcelona,Celta,0,0,F
2022,SP1,11/05/2022,Granada,Ath Bilbao,0,0,F
2022,SP1,11/05/2022,Osasuna,Getafe,0,0,F
2022,SP1,11/05/2022,Real Madrid,Levante,0,0,F
2022,SP1,11/05/2022,Sociedad,Cadiz,0,0,F
2022,SP1,11/05/2022,Elche,Ath Madrid,0,0,F
2022,SP1,11/05/2022,Vallecano,Villarreal,0,0,F
2022,SP1,11/05/2022,Valencia,Betis,0,0,F
2022,SP1,11/05/2022,Sevilla,Mallorca,0,0,F
2022,SP1,15/05/2022,Espanol,Valencia,0,0,F
2022,SP1,15/05/2022,Cadiz,Real Madrid,0,0,F
2022,SP1,15/05/2022,Ath Bilbao,Osasuna,0,0,F
2022,SP1,15/05/2022,Ath Madrid,Sevilla,0,0,F
2022,SP1,15/05/2022,Betis,Granada,0,0,F
2022,SP1,15/05/2022,Celta,Elche,0,0,F
2022,SP1,15/05/2022,Mallorca,Vallecano,0,0,F
2022,SP1,15/05/2022,Getafe,Barcelona,0,0,F
2022,SP1,15/05/2022,Villarreal,Sociedad,0,0,F
2022,SP1,15/05/2022,Levante,Alaves,0,0,F
2022,SP1,22/05/2022,Barcelona,Villarreal,0,0,F
2022,SP1,22/05/2022,Granada,Espanol,0,0,F
2022,SP1,22/05/2022,Osasuna,Mallorca,0,0,F
2022,SP1,22/05/2022,Real Madrid,Betis,0,0,F
2022,SP1,22/05/2022,Sociedad,Ath Madrid,0,0,F
2022,SP1,22/05/2022,Sevilla,Ath Bilbao,0,0,F
2022,SP1,22/05/2022,Valencia,Celta,0,0,F
2022,SP1,22/05/2022,Vallecano,Levante,0,0,F
2022,SP1,22/05/2022,Elche,Getafe,0,0,F
2022,SP1,22/05/2022,Alaves,Cadiz,0,0,F
